1698.796 	3.86 	-778702 	-1.3983399868
1699.299 	3.86 	-778696 	-1.4001015663
1699.803 	3.86 	-778658 	-1.3982610702
1700.305 	3.86 	-778614 	-1.3981820297
1700.808 	3.85 	-778580 	-1.3963489532
1701.312 	3.86 	-778520 	-1.3980132293
1701.815 	3.85 	-778413 	-1.3942778110
1702.319 	3.86 	-778364 	-1.3977330970
1702.821 	3.86 	-778298 	-1.3976145935
1703.325 	3.86 	-778308 	-1.3976324844
1703.828 	3.85 	-778366 	-1.3959650993
1704.331 	3.86 	-778389 	-1.3995494842
1704.835 	3.86 	-778387 	-1.3995459079
1705.337 	3.86 	-778505 	-1.3997581005
1705.841 	3.86 	-778506 	-1.3979880809
1706.344 	3.86 	-778521 	-1.3980149078
1706.848 	3.85 	-778494 	-1.3961946964
1707.351 	3.86 	-778530 	-1.3980311203
1707.853 	3.86 	-778444 	-1.3978767395
1708.357 	3.85 	-778376 	-1.3959829807
1708.860 	3.86 	-778355 	-1.3977168846
1709.364 	3.86 	-778299 	-1.3976163864
1709.867 	3.85 	-778431 	-1.3943099975
1710.370 	3.86 	-778412 	-1.3978192806
1710.873 	3.86 	-778447 	-1.3978820991
1711.376 	3.86 	-778445 	-1.3978785324
1711.880 	3.86 	-778205 	-1.3974475860
1712.382 	3.86 	-778140 	-1.3973307609
1712.886 	3.85 	-778079 	-1.3936795043
1713.389 	3.86 	-778022 	-1.3971189308
1713.893 	3.86 	-777946 	-1.3987530517
1714.396 	3.86 	-777795 	-1.3984814834
1714.898 	3.85 	-777699 	-1.3947689533
1715.402 	3.85 	-777813 	-1.3949733924
1715.905 	3.86 	-777857 	-1.3968225669
1716.409 	3.85 	-777684 	-1.3929719924
1716.912 	3.85 	-777553 	-1.3927373886
1717.415 	3.85 	-777457 	-1.3943347930
1717.918 	3.85 	-777389 	-1.3942129611
1718.421 	3.85 	-777479 	-1.3943742561
1718.925 	3.86 	-777438 	-1.3960702419
1719.428 	3.86 	-777399 	-1.3960001468
1719.931 	3.85 	-777418 	-1.3942649364
1720.434 	3.85 	-777469 	-1.3943563652
1720.938 	3.86 	-777392 	-1.3959876251
1721.441 	3.85 	-777320 	-1.3940892219
1721.944 	3.86 	-777352 	-1.3959157466
1722.447 	3.85 	-777439 	-1.3925331878
1722.950 	3.85 	-777381 	-1.3941986560
1723.454 	3.85 	-777359 	-1.3923898887
1723.957 	3.86 	-777431 	-1.3960576057
1724.461 	3.86 	-777282 	-1.3957899856
1724.963 	3.86 	-777297 	-1.3958170413
1725.467 	3.85 	-777299 	-1.3922824859
1725.970 	3.86 	-777320 	-1.3958584022
1726.473 	3.85 	-777341 	-1.3923575878
1726.977 	3.85 	-777282 	-1.3940210342
1727.479 	3.86 	-777245 	-1.3957237052
1727.983 	3.85 	-777248 	-1.3939601135
1728.486 	3.85 	-777257 	-1.3922072601
1728.990 	3.85 	-777233 	-1.3921641159
1729.492 	3.86 	-777177 	-1.3956015110
1729.995 	3.85 	-777364 	-1.3941681385
1730.499 	3.85 	-777511 	-1.3926621627
1731.002 	3.86 	-777374 	-1.3959553241
1731.506 	3.85 	-777509 	-1.3926585960
1732.008 	3.86 	-777484 	-1.3979222774
1732.512 	3.86 	-777497 	-1.3961762237
1733.015 	3.86 	-777550 	-1.3962712287
1733.518 	3.86 	-777320 	-1.3958584022
1734.022 	3.85 	-777449 	-1.3943204879
1734.524 	3.85 	-777302 	-1.3940567970
1735.028 	3.86 	-777247 	-1.3957272720
1735.531 	3.85 	-777276 	-1.3922412395
1736.035 	3.85 	-777168 	-1.3938165855
1736.538 	3.85 	-777105 	-1.3919348716
1737.040 	3.86 	-777121 	-1.3955010223
1737.544 	3.86 	-777015 	-1.3953106403
1738.047 	3.85 	-776961 	-1.3934452533
1738.551 	3.86 	-777033 	-1.3953429412
1739.054 	3.85 	-777177 	-1.3938326835
1739.557 	3.85 	-777113 	-1.3937180042
1740.060 	3.84 	-776933 	-1.3898586082
1740.563 	3.85 	-776935 	-1.3916304111
1741.067 	3.86 	-776947 	-1.3951884460
1741.570 	3.86 	-777072 	-1.3954129219
1742.073 	3.85 	-776966 	-1.3916859626
1742.576 	3.85 	-776908 	-1.3933503627
1743.080 	3.85 	-776723 	-1.3930184841
1743.583 	3.85 	-776754 	-1.3930740356
1744.086 	3.85 	-776875 	-1.3915228843
1744.589 	3.85 	-776928 	-1.3916178894
1745.092 	3.85 	-777081 	-1.3936605453
1745.596 	3.85 	-777241 	-1.3921784210
1746.099 	3.86 	-777063 	-1.3953968238
1746.603 	3.85 	-777069 	-1.3936389732
1747.105 	3.86 	-776983 	-1.3952530670
1747.608 	3.84 	-777064 	-1.3900928497
1748.112 	3.85 	-777090 	-1.3936766433
1748.615 	3.86 	-777202 	-1.3956463336
1749.118 	3.86 	-777264 	-1.3957577896
1749.621 	3.85 	-777311 	-1.3923038291
1750.125 	3.85 	-777179 	-1.3920674324
1750.628 	3.85 	-777171 	-1.3938219547
1751.131 	3.85 	-777192 	-1.3920907974
1751.634 	3.85 	-777212 	-1.3938955116
1752.137 	3.86 	-777081 	-1.3954291343
1752.641 	3.85 	-777069 	-1.3918703842
1753.144 	3.85 	-776861 	-1.3914978504
1753.648 	3.85 	-776881 	-1.3915336132
1754.150 	3.85 	-776727 	-1.3912578773
1754.653 	3.84 	-776630 	-1.3893165588
1755.157 	3.85 	-776607 	-1.3928104591
1755.660 	3.84 	-776692 	-1.3894274234
1756.164 	3.85 	-776658 	-1.3929018974
1756.666 	3.85 	-776571 	-1.3909784507
1757.170 	3.84 	-776605 	-1.3892718505
1757.673 	3.85 	-776617 	-1.3910607147
1758.177 	3.85 	-776747 	-1.3930615234
1758.680 	3.84 	-776765 	-1.3895580768